Date,Stock,Open,High,Low,Close,Volume,SMA_50,Close_Lag_1,Close_Lag_3,Close_Lag_7,SMA_7,SMA_30,Daily_Return
2024-01-09,AAPL,184.03506469726562,184.04499955584959,181.63944418662982,182.82234457021028,42841800,,181.0032684531674,181.06291404030495,,,,0.010049962813315272
2024-01-09,AMZN,151.3699951171875,151.7100067138672,148.2100067138672,148.3300018310547,43812600,,146.74000549316406,145.58999633789062,,,,0.010835465983165093
2024-01-09,GOOGL,140.44090270996094,140.97896080972643,137.6510129285237,137.9997548525819,24759600,,135.79772361160872,137.92002048142746,,,,0.016215523960262823
2024-01-09,MSFT,372.25433349609375,372.4524336286839,367.6976072202341,368.509899386066,20830000,,365.8253710003868,367.1825051718643,,,,0.007338278311146418
2024-01-09,TSLA,234.9600067138672,238.9600067138672,232.0399932861328,238.11000061035156,96705700,,236.13999938964844,239.25,,,,0.008342513872257928
2024-01-10,AAPL,185.07879638671875,185.28753458558947,182.8223397938252,183.2497813853363,46792900,,182.82234457021028,180.90387243418792,,182.59940339556755,,0.0023379900095410466
2024-01-10,AMZN,153.72999572753906,154.4199981689453,151.8800048828125,152.05999755859375,44421800,,148.3300018310547,144.69000244140625,,148.30714198521204,,0.025146603394419653
2024-01-10,GOOGL,141.76609802246094,142.48349867263119,140.40105118706725,140.49072246741957,21320200,,137.9997548525819,136.25606616421598,,137.60973010646546,,0.018050522028090876
2024-01-10,MSFT,379.1686096191406,380.5554615818058,372.77931406448965,372.828831535822,25514200,,368.509899386066,365.4985007136341,,367.960810479476,,0.011719989495400984
2024-01-10,TSLA,233.94000244140625,235.5,231.2899932861328,235.10000610351562,91628500,,238.11000061035156,236.86000061035156,,240.07428632463728,,-0.012641193142330698
2024-01-11,AAPL,184.4823760986328,185.93366934185158,182.524132048394,185.42670336710847,49128400,,183.2497813853363,181.0032684531674,186.03307200647276,182.51277930422975,,0.011879533854365576
2024-01-11,AMZN,155.17999267578125,157.1699981689453,153.1199951171875,155.0399932861328,49072700,,152.05999755859375,146.74000549316406,151.5399932861328,148.80714198521204,,0.019597499509302452
2024-01-11,GOOGL,141.5668182373047,144.6954761563001,140.1320169897214,142.97172905920294,24008700,,140.49072246741957,135.79772361160872,138.0495612625078,138.31289693456478,,0.01765957600765211
2024-01-11,MSFT,381.0111999511719,387.0042662211611,376.80118622568045,382.368305421105,27850800,,372.828831535822,365.8253710003868,370.3424429826701,369.67879082782383,,0.025586738681089294
2024-01-11,TSLA,227.22000122070312,230.92999267578125,225.3699951171875,230.57000732421875,105873600,,235.10000610351562,236.13999938964844,250.0800018310547,237.28714425223214,,-0.01926839073454678
2024-01-12,AAPL,184.81039428710938,185.62550766060176,184.08475530494994,184.94955813530052,40444700,,185.42670336710847,182.82234457021028,183.1205708792931,182.77406319794508,,-0.00257322825215367
2024-01-12,AMZN,154.6199951171875,156.1999969482422,154.00999450683594,155.38999938964844,40460300,,155.0399932861328,148.3300018310547,149.1999969482422,149.6914280482701,,0.0022575214052651393
2024-01-12,GOOGL,142.13475036621094,142.68276683874566,141.3077616574565,142.15468238439635,18768600,,142.97172905920294,137.9997548525819,136.75426190549678,139.08438557440758,,-0.005714742908846437
2024-01-12,MSFT,384.8150329589844,385.0230486833725,381.03096664819185,381.8630597761942,21645700,,382.368305421105,368.509899386066,365.5381225658885,372.01092471501033,,-0.001321358589997157
2024-01-12,TSLA,218.88999938964844,225.33999633789062,217.14999389648438,220.0800018310547,122889000,,230.57000732421875,238.11000061035156,244.97999572753906,233.7300022670201,,-0.04549596721143967
2024-01-16,AAPL,182.53407287597656,183.16030262539027,179.85017475552078,181.07284484780743,65603000,,184.94955813530052,183.2497813853363,181.06291404030495,182.7754818847312,,-0.020960922137792104
2024-01-16,AMZN,153.16000366210938,154.99000549316406,152.14999389648438,153.52999877929688,41384600,,155.38999938964844,152.05999755859375,145.58999633789062,150.82571411132812,,-0.011969886206688929
2024-01-16,GOOGL,141.97532653808594,143.82860876024412,140.93907454092556,141.4870909621475,22670500,,142.15468238439635,140.49072246741957,137.92002048142746,139.59396707165328,,-0.004696232379061804
2024-01-16,MSFT,386.5980529785156,390.32268591338345,383.9729920985464,389.95617197189966,27202300,,381.8630597761942,372.828831535822,367.1825051718643,375.264305686444,,0.02119375516565758
2024-01-16,TSLA,219.91000366210938,223.49000549316406,212.17999267578125,215.10000610351562,115355000,,220.0800018310547,235.10000610351562,239.25,230.2800031389509,,-0.022628115622072675
2024-01-17,AAPL,181.58975219726562,181.83826018866833,179.2239664331644,180.18817865322478,47317400,,181.07284484780743,185.42670336710847,180.90387243418792,182.67323991602217,,-0.004885692249029461
2024-01-17,AMZN,151.7100067138672,152.14999389648438,149.91000366210938,151.49000549316406,34953400,,153.52999877929688,155.0399932861328,144.69000244140625,151.7971431187221,,-0.01328726178826689
2024-01-17,GOOGL,140.9590301513672,141.3276888947719,138.39830535616042,140.83946844078756,20968600,,141.4870909621475,142.97172905920294,136.25606616421598,140.24873882544924,,-0.004577255189543772
2024-01-17,MSFT,385.80560302734375,386.4395657529972,381.1894438434919,384.32963163268903,22234100,,389.95617197189966,382.368305421105,365.4985007136341,377.9544672463089,,-0.014428647995898602
2024-01-17,TSLA,215.5500030517578,215.6699981689453,212.00999450683594,214.86000061035156,103164400,,215.10000610351562,230.57000732421875,236.86000061035156,227.13714599609375,,-0.001115785617637588
2024-01-18,AAPL,187.50425720214844,188.01120805146246,184.72096462518135,184.97940747954695,78005800,,180.18817865322478,184.94955813530052,181.0032684531674,183.24125977693353,,0.02659013960923029
2024-01-18,AMZN,153.5,153.77999877929688,151.82000732421875,152.77000427246094,37850200,,151.49000549316406,155.38999938964844,146.74000549316406,152.65857151576452,,0.00844939423647073
2024-01-18,GOOGL,142.96176147460938,143.6891357400747,141.47715292408563,141.53693377797572,25746400,,140.83946844078756,142.15468238439635,135.79772361160872,141.06862599207307,,0.0049522008632216785
2024-01-18,MSFT,390.16424560546875,390.2831117413872,386.4495277057587,388.03448005572534,23392100,,384.32963163268903,381.8630597761942,365.8253710003868,381.1271971113573,,0.009639767840167845
2024-01-18,TSLA,211.8800048828125,217.4499969482422,208.74000549316406,216.8800048828125,108595400,,214.86000061035156,220.0800018310547,236.13999938964844,224.3857182094029,,0.009401490583276217
2024-01-19,AAPL,190.41676330566406,190.8044351704297,187.693125392904,188.20007624137466,68741000,,184.97940747954695,181.07284484780743,182.82234457021028,184.0095071585284,,0.01741095836402118
2024-01-19,AMZN,155.33999633789062,155.75999450683594,152.74000549316406,153.8300018310547,51033700,,152.77000427246094,153.52999877929688,148.3300018310547,153.4442858014788,,0.006938518877719346
2024-01-19,GOOGL,145.85128784179688,145.9210270994899,143.85851173882352,144.21721204550573,33300700,,141.53693377797572,141.4870909621475,137.9997548525819,141.95683416249076,,0.018936953034000892
2024-01-19,MSFT,394.9190368652344,394.9190368652344,389.79766667261197,392.0364126276258,29272000,,388.03448005572534,389.95617197189966,368.509899386066,384.48812757443727,,0.010313342699148187
2024-01-19,TSLA,212.19000244140625,213.19000244140625,207.55999755859375,209.99000549316406,102095800,,216.8800048828125,215.10000610351562,238.11000061035156,220.3685760498047,,-0.031768716500035765
2024-01-22,AAPL,192.73284912109375,194.16425751836653,191.11257223144145,191.15234200232317,60133900,,188.20007624137466,180.18817865322478,183.2497813853363,185.13844438952654,,0.015686846785131436
2024-01-22,AMZN,154.77999877929688,157.0500030517578,153.89999389648438,156.88999938964844,43687500,,153.8300018310547,151.49000549316406,152.05999755859375,154.13428606305803,,0.01989207256172576
2024-01-22,GOOGL,145.4626922607422,147.85401742312334,145.31322493579674,146.56868356917025,32200400,,144.21721204550573,140.83946844078756,140.49072246741957,142.82511431988374,,0.016305068516527355
2024-01-22,MSFT,392.7793884277344,396.85070439221124,389.8868483654438,396.25634353223927,27016900,,392.0364126276258,384.32963163268903,372.828831535822,387.8349150024969,,0.01076412998560361
2024-01-22,TSLA,208.8000030517578,217.8000030517578,206.27000427246094,212.25999450683594,117952500,,209.99000549316406,214.86000061035156,235.10000610351562,217.105717250279,,0.010809985972145553
2024-01-23,AAPL,194.01513671875,194.58174217570732,192.6732027698961,193.8561031440579,42355600,,191.15234200232317,184.97940747954695,185.42670336710847,186.3426443576622,,0.014144535784457624
2024-01-23,AMZN,156.02000427246094,156.2100067138672,153.92999267578125,154.85000610351562,37986000,,156.88999938964844,152.77000427246094,155.0399932861328,154.10714503696985,,-0.013002698030907145
2024-01-23,GOOGL,146.50888061523438,146.64837432307408,144.9744498289976,145.36304052967063,21636100,,146.56868356917025,141.53693377797572,142.97172905920294,143.16673024423625,,-0.008225788825691693
2024-01-23,MSFT,395.1468505859375,395.6223452773298,390.22361077691727,392.0264941391943,20525900,,396.25634353223927,388.03448005572534,382.368305421105,389.21465624793825,,-0.010674527896108787
2024-01-23,TSLA,209.13999938964844,215.64999389648438,207.75,211.3000030517578,106605900,,212.25999450683594,216.8800048828125,230.57000732421875,214.3528594970703,,-0.004522714971837094
2024-01-24,AAPL,193.33920288085938,195.20798769039715,193.18015413797895,194.25371040083746,53631300,,193.8561031440579,188.20007624137466,184.94955813530052,187.67180896702462,,0.002051043275558273
2024-01-24,AMZN,156.8699951171875,158.50999450683594,156.47999572753906,157.8000030517578,48547300,,154.85000610351562,153.8300018310547,155.38999938964844,154.45143127441406,,0.019050673761485948
2024-01-24,GOOGL,148.1628875732422,149.3087428568861,147.5650639155649,148.0034618497254,25233500,,145.36304052967063,144.21721204550573,142.15468238439635,144.00227016785468,,0.018164323685261774
2024-01-24,MSFT,398.7724304199219,401.8135529594447,396.6822972921996,397.7620381791371,24867000,,392.0264941391943,392.0364126276258,381.8630597761942,391.4859388769301,,0.01463050106482422
2024-01-24,TSLA,207.8300018310547,212.72999572753906,206.77000427246094,211.8800048828125,123369900,,211.3000030517578,209.99000549316406,220.0800018310547,213.18143136160714,,0.00274492107277724
2024-01-25,AAPL,193.0111846923828,195.0986578845498,191.95751323703675,194.0549212884663,54822100,,194.25371040083746,191.15234200232317,181.07284484780743,189.52639131569018,,-0.0010233478267209772
2024-01-25,AMZN,157.75,158.50999450683594,154.5500030517578,156.9499969482422,43638600,,157.8000030517578,156.88999938964844,153.52999877929688,154.94000244140625,,-0.005386603847129412
2024-01-25,GOOGL,151.32144165039062,152.4971874037259,148.99985577128933,149.52795540200455,29149100,,148.0034618497254,146.56868356917025,141.4870909621475,145.15096508783427,,0.01030039117481607
2024-01-25,MSFT,401.06072998046875,403.18061005906736,398.74274976275865,400.5159168098495,21021200,,397.7620381791371,396.25634353223927,389.95617197189966,392.99447385378005,,0.006923432520908879
2024-01-25,TSLA,182.6300048828125,193.0,180.05999755859375,189.6999969482422,198076800,,211.8800048828125,212.25999450683594,215.10000610351562,209.55285862513952,,-0.1046819304484995
2024-01-26,AAPL,191.27162170410156,193.59765277461963,190.79449062577763,193.11058683739938,44594000,,194.0549212884663,193.8561031440579,180.18817865322478,191.3724496277151,,-0.004866325702006513
2024-01-26,AMZN,159.1199951171875,160.72000122070312,157.91000366210938,158.4199981689453,51047400,,156.9499969482422,154.85000610351562,151.49000549316406,155.93000139508928,,0.009366048099942903
2024-01-26,GOOGL,151.64028930664062,151.98901597789123,150.4645435827961,150.55423005590535,26115500,,149.52795540200455,145.36304052967063,140.83946844078756,146.53878817570825,,0.006863429993018144
2024-01-26,MSFT,400.12957763671875,402.3485229332517,398.64369053415635,400.5654402719064,17803300,,400.5159168098495,392.0264941391943,384.32963163268903,395.31387508795393,,0.00012364917342466697
2024-01-26,TSLA,183.25,186.77999877929688,182.10000610351562,185.5,107343200,,189.6999969482422,211.3000030517578,214.86000061035156,205.35857282366072,,-0.02214020567110564
2024-01-29,AAPL,190.58575439453125,191.05295065599338,188.44859162482356,190.8640821459055,47145600,,193.11058683739938,194.25371040083746,184.97940747954695,192.21311743719488,,-0.011633254956578076
2024-01-29,AMZN,161.25999450683594,161.2899932861328,158.89999389648438,159.33999633789062,45270400,,158.4199981689453,157.8000030517578,152.77000427246094,156.86857169015067,,0.005807336066019797
2024-01-29,GOOGL,152.9555206298828,153.22454965433968,150.88303170821908,151.51076103072688,27784300,,150.55423005590535,148.0034618497254,141.53693377797572,147.96362064038698,,0.00635339820386549
2024-01-29,MSFT,405.8651123046875,406.12267574413715,400.52581011271667,402.23954412902646,24510200,,400.5654402719064,397.7620381791371,388.03448005572534,397.34316995556844,,0.004179351708384127
2024-01-29,TSLA,190.92999267578125,191.47999572753906,183.6699981689453,185.6300048828125,125013100,,185.5,211.8800048828125,216.8800048828125,200.894287109375,,0.0007008349477761744
2024-01-30,AAPL,186.91775512695312,190.65532484477694,186.35116482109103,189.80045678886228,55859400,,190.8640821459055,194.0549212884663,188.20007624137466,192.44174322969315,,-0.005572684735046907
2024-01-30,AMZN,159.0,161.72999572753906,158.49000549316406,160.6999969482422,45207400,,159.33999633789062,156.9499969482422,153.8300018310547,157.8499995640346,,0.008535211758556871
2024-01-30,GOOGL,150.91293334960938,153.0651198773838,150.6439043322597,152.24808962231998,36331800,,151.51076103072688,149.52795540200455,144.21721204550573,149.11088886564613,,0.004866509722326384
2024-01-30,MSFT,404.7457275390625,409.16375662074074,402.6258777098208,408.3812111979871,33477600,,402.23954412902646,400.5159168098495,392.0364126276258,399.67814117990577,,0.015268680463178308
2024-01-30,TSLA,191.58999633789062,196.36000061035156,190.61000061035156,195.3300018310547,109982300,,185.6300048828125,189.6999969482422,209.99000549316406,198.8000008719308,,0.05225446691317903
2024-01-31,AAPL,183.2994842529297,185.98338263365994,183.24979478995033,185.92372797618197,55467800,,189.80045678886228,193.11058683739938,191.15234200232317,191.69479836881584,,-0.02042528705288027
2024-01-31,AMZN,155.1999969482422,159.00999450683594,154.80999755859375,157.0,50284400,,160.6999969482422,158.4199981689453,156.88999938964844,157.86571393694197,,-0.02302425027073196
2024-01-31,GOOGL,139.59396362304688,143.47987070654617,139.3647834384674,143.10123840478371,71910000,,152.24808962231998,150.55423005590535,146.56868356917025,148.61553955644808,,-0.06007859435364182
2024-01-31,MSFT,393.83929443359375,411.41240548584386,393.47278047208044,403.1310461052013,47871100,,408.3812111979871,400.5654402719064,396.25634353223927,400.66024154747174,,-0.012856039770743788
2024-01-31,TSLA,187.2899932861328,193.97000122070312,185.85000610351562,187.0,103221400,,195.3300018310547,185.5,212.25999450683594,195.1914302280971,,-0.042645787912598765
2024-02-01,AAPL,185.74481201171875,185.83427124755644,182.72296153753896,182.8919451500293,64885400,,185.92372797618197,190.8640821459055,193.8561031440579,190.1284900839546,,-0.016306594425328336
2024-02-01,AMZN,159.27999877929688,159.75999450683594,155.6199951171875,155.8699951171875,76542400,,157.0,159.33999633789062,154.85000610351562,158.0114266531808,,-0.007197483330015908
2024-02-01,GOOGL,140.650146484375,142.5432777745924,140.2814725524416,141.60667053706408,40466500,,143.10123840478371,151.51076103072688,145.36304052967063,148.07891527179,,-0.010444129515441491
2024-02-01,MSFT,399.9809875488281,404.161284395668,398.01960572688716,398.0493222591689,30657700,,403.1310461052013,402.23954412902646,392.0264941391943,401.5206455646109,,-0.012605637534317427
2024-02-01,TSLA,188.86000061035156,189.8800048828125,184.27999877929688,188.5,91843300,,187.0,185.6300048828125,211.3000030517578,191.93428693498885,,0.008021390374331583
2024-02-02,AAPL,184.7408447265625,186.21200777158808,178.18022776276848,178.78658786144558,102518000,,182.8919451500293,189.80045678886228,194.25371040083746,187.91890114975578,,-0.022446900464730857
2024-02-02,AMZN,171.80999755859375,172.5,167.3300018310547,169.19000244140625,117154900,,155.8699951171875,160.6999969482422,157.8000030517578,159.63856942313058,,0.08545587824137924
2024-02-02,GOOGL,141.86572265625,142.10484603637684,136.00695658436337,138.75698188153785,62470600,,141.60667053706408,152.24808962231998,148.0034618497254,146.7579895620489,,-0.02012397187730186
2024-02-02,MSFT,407.35101318359375,408.7675516875465,399.7630791252122,400.01072698522285,28245000,,398.0493222591689,408.3812111979871,397.7620381791371,401.84188682262317,,0.004927541931039725
2024-02-02,TSLA,187.91000366210938,188.69000244140625,182.0,185.0399932861328,110505100,,188.5,195.3300018310547,211.8800048828125,188.0999995640346,,-0.018355473283115042
2024-02-05,AAPL,186.55990600585938,188.120543422021,184.73089088840356,187.02710222804,69668800,,178.78658786144558,185.92372797618197,194.0549212884663,186.91492699826628,,0.04609134535852655
2024-02-05,AMZN,170.30999755859375,170.5500030517578,167.6999969482422,170.1999969482422,55081300,,169.19000244140625,157.0,156.9499969482422,161.53142656598772,,0.005969587400329601
2024-02-05,GOOGL,143.1610107421875,144.94455365415317,142.26426768504354,142.30413171637227,38505400,,138.75698188153785,143.10123840478371,149.52795540200455,145.72601474981573,,0.02556375748978712
2024-02-05,MSFT,401.8334045410156,407.2915729534139,400.189019151807,406.0434180871643,25352300,,400.01072698522285,403.1310461052013,400.5159168098495,402.6315298622396,,0.015081323312022832
2024-02-05,TSLA,181.05999755859375,184.67999267578125,175.00999450683594,184.25999450683594,134294400,,185.0399932861328,187.0,189.6999969482422,187.32285635811942,,-0.0042152983549385015
2024-02-06,AAPL,188.1702423095703,188.180177168222,185.65534280788862,185.74480203892318,43490800,,187.02710222804,182.8919451500293,193.11058683739938,185.8626720270554,,-0.006856226578078162
2024-02-06,AMZN,169.14999389648438,170.7100067138672,167.64999389648438,169.38999938964844,42505500,,170.1999969482422,155.8699951171875,158.4199981689453,163.09856959751673,,-0.004759092674014975
2024-02-06,GOOGL,143.57952880859375,144.83497231956045,142.67281200439112,144.12753009117665,29128200,,142.30413171637227,141.60667053706408,150.55423005590535,144.8079147548545,,0.012813390256571244
2024-02-06,MSFT,401.67486572265625,404.13154308563696,399.11915341177513,402.0612108490808,18382600,,406.0434180871643,398.0493222591689,400.5654402719064,402.84521137326453,,-0.009807343403922975
2024-02-06,TSLA,185.10000610351562,186.49000549316406,177.11000061035156,177.2100067138672,122676000,,184.25999450683594,188.5,185.5,186.1385716029576,,-0.03826108761067615
2024-02-07,AAPL,188.2795867919922,189.9097985097057,187.48435823433906,189.5022417883465,53439000,,185.74480203892318,178.78658786144558,190.8640821459055,185.668123404547,,0.020229043871903052
2024-02-07,AMZN,170.52999877929688,170.8800048828125,168.94000244140625,169.47999572753906,47174100,,169.38999938964844,169.19000244140625,159.33999633789062,164.5471409388951,,0.0005312966421566756
2024-02-07,GOOGL,145.01431274414062,145.09402561403104,143.41012734632514,144.23713126730334,25208900,,144.12753009117665,138.75698188153785,151.51076103072688,143.76882478865113,,0.0007604458083569909
2024-02-07,MSFT,410.1543273925781,410.4019752246544,403.5669011054383,403.60653322309605,22340500,,402.0612108490808,400.01072698522285,402.23954412902646,403.0404955295602,,0.0038435002738808066
2024-02-07,TSLA,187.5800018310547,189.7899932861328,182.67999267578125,188.17999267578125,111535200,,177.2100067138672,185.0399932861328,185.6300048828125,186.5028555733817,,0.06190387419614951
2024-02-08,AAPL,187.19610595703125,188.40881099372643,186.23189374257132,188.25971226684047,40962000,,189.5022417883465,187.02710222804,189.80045678886228,185.44801704425814,,-0.006556806451365471
2024-02-08,AMZN,169.83999633789062,171.42999267578125,168.8800048828125,169.64999389648438,42316500,,169.47999572753906,170.1999969482422,160.6999969482422,165.8257119315011,,0.0010030574299670914
2024-02-08,GOOGL,145.3829803466797,145.8014614926525,144.5759084791839,145.30326748025513,22563800,,144.23713126730334,142.30413171637227,152.24808962231998,142.77670733978474,,0.007391551700900223
2024-02-08,MSFT,410.21380615234375,411.65017583057954,408.6486849806617,410.15437308446036,21225300,,403.60653322309605,406.0434180871643,408.3812111979871,403.2938043704849,,0.01622332475412369
2024-02-08,TSLA,189.55999755859375,191.6199951171875,185.5800018310547,189.0,83034000,,188.17999267578125,184.25999450683594,195.3300018310547,185.59856959751673,,0.004357569115392312
2024-02-09,AAPL,187.96246337890625,189.09710508715864,187.11645206865865,187.76339117385248,45155200,,188.25971226684047,185.74480203892318,185.92372797618197,185.7108260724968,,-0.002636363813647513
2024-02-09,AMZN,174.4499969482422,175.0,170.5800018310547,170.89999389648438,56986000,,169.64999389648438,169.38999938964844,157.0,167.8114253452846,,0.0073681110814700634
2024-02-09,GOOGL,148.46180725097656,148.9002203895404,145.65198588309397,146.15017986715765,26829500,,145.30326748025513,144.12753009117665,143.10123840478371,143.21227040583813,,0.00582858459819291
2024-02-09,MSFT,416.5931396484375,416.86061863442,411.18451986779826,411.34301809604267,22032800,,410.15437308446036,402.0612108490808,403.1310461052013,404.4669432263194,,0.002898043004255779
2024-02-09,TSLA,193.57000732421875,194.1199951171875,189.47999572753906,190.17999267578125,84476300,,189.0,177.2100067138672,187.0,186.05285426548548,,0.006243347490906048
2024-02-12,AAPL,186.2704620361328,187.78332288230948,185.91215328801408,187.53449778464588,41781900,,187.76339117385248,189.5022417883465,182.8919451500293,186.37404787744202,,-0.0012190522751832633
2024-02-12,AMZN,172.33999633789062,175.38999938964844,171.5399932861328,174.8000030517578,51050400,,170.89999389648438,169.47999572753906,155.8699951171875,170.51571219308036,,0.022820417171200758
2024-02-12,GOOGL,146.9971160888672,148.80057588309657,146.8376903646867,147.88390077456958,21564100,,146.15017986715765,144.23713126730334,141.60667053706408,144.10901758262463,,0.011862598520151035
2024-02-12,MSFT,411.3529968261719,416.7814183822025,410.8477855354943,416.6031191844753,21202900,,411.34301809604267,403.60653322309605,398.0493222591689,407.1174856442203,,0.012787627009642089
2024-02-12,TSLA,188.1300048828125,194.72999572753906,187.27999877929688,192.11000061035156,95498600,,190.17999267578125,188.17999267578125,188.5,186.56856863839286,,0.010148322688499523
2024-02-13,AAPL,184.1703643798828,185.33487911795885,182.64755610649428,184.89694454758455,56529500,,187.53449778464588,188.25971226684047,178.78658786144558,187.24695597546184,186.28119159723593,-0.014064362921056506
2024-02-13,AMZN,168.63999938964844,170.9499969482422,165.75,167.72999572753906,56345100,,174.8000030517578,169.64999389648438,169.19000244140625,170.30713980538505,157.97866566975912,-0.04044626545072394
2024-02-13,GOOGL,144.6157684326172,146.14024101150272,143.17100872628671,144.3965618340097,27837700,,147.88390077456958,145.30326748025513,138.75698188153785,144.91467186154918,143.27063477763423,-0.023581599635215778
2024-02-13,MSFT,402.4971008300781,406.21181854248556,399.5946753127585,401.13007987504017,27824900,,416.6031191844753,410.15437308446036,400.01072698522285,407.27739319990854,391.4731190283288,-0.0371409588572561
2024-02-13,TSLA,184.02000427246094,187.25999450683594,182.11000061035156,183.99000549316406,86759500,,192.11000061035156,189.0,185.0399932861328,186.41857038225447,208.16900075276692,-0.042267425388524904
2024-02-14,AAPL,183.2845458984375,184.65806518525375,181.58259087415234,184.44906062504626,54630500,,184.89694454758455,187.76339117385248,187.02710222804,186.87866431789135,186.22839121785503,-0.0024223435581058883
2024-02-14,AMZN,170.97999572753906,171.2100067138672,168.27999877929688,169.2100067138672,42815500,,167.72999572753906,170.89999389648438,170.1999969482422,170.16571262904577,158.56766611735026,0.008823770488447735
2024-02-14,GOOGL,145.41287231445312,145.9907791994086,143.5695483675491,145.5523660312579,22704200,,144.3965618340097,146.15017986715765,142.30413171637227,145.37870533510429,143.52072826992588,0.008004374775743228
2024-02-14,MSFT,406.38739013671875,406.7347443342126,401.5046846687993,404.9781660710295,20401200,,401.13007987504017,411.34301809604267,406.0434180871643,407.12521434046073,392.6276431312741,0.009593113030037737
2024-02-14,TSLA,188.7100067138672,188.88999938964844,183.35000610351562,185.3000030517578,81203000,,183.99000549316406,190.17999267578125,184.25999450683594,186.567143031529,206.0096674601237,0.007119938689508887
2024-02-15,AAPL,182.9959259033203,183.62296999377594,180.4977274519665,182.68738521978767,65434500,,184.44906062504626,187.53449778464588,185.74480203892318,186.4418904865863,186.2139516958715,-0.009551013159344701
2024-02-15,AMZN,169.8000030517578,171.1699981689453,167.58999633789062,170.5800018310547,49855200,,169.2100067138672,174.8000030517578,169.38999938964844,170.33571297781808,159.28033294677735,0.008096419022689094
2024-02-15,GOOGL,142.2543182373047,143.00160923320863,139.9526644025084,142.62297693010822,37590700,,145.5523660312579,147.88390077456958,144.12753009117665,145.16376916923736,143.71635210407962,-0.020126014993947727
