Date,Stock,Open,High,Low,Close,Volume
2020-01-02,AAPL,72.71607208251953,72.77659819422657,71.46681225027338,71.72101896406637,135480400
2020-01-02,AMZN,94.90049743652344,94.90049743652344,93.2074966430664,93.75,80580000
2020-01-02,GOOGL,68.18681335449219,68.18681335449219,67.08132380627873,67.176977721624,27278000
2020-01-02,MSFT,153.32325744628906,153.42826088554256,151.1372952944172,151.5668495220527,22622100
2020-01-02,TSLA,28.68400001525879,28.713333129882812,28.11400032043457,28.299999237060547,142981500
2020-01-03,AAPL,72.00911712646484,72.77174458511139,71.7839617851537,71.94132818321717,146322800
2020-01-03,AMZN,93.74849700927734,94.30999755859375,93.2249984741211,93.2249984741211,75288000
2020-01-03,GOOGL,67.83011627197266,68.43941121520831,67.12268159601786,67.15656298941283,23408000
2020-01-03,MSFT,151.41409301757812,152.6836745782892,150.87953542687913,151.12773328370503,21116200
2020-01-03,TSLA,29.534000396728516,30.266666412353516,29.128000259399414,29.366666793823242,266677500
2020-01-06,AAPL,72.58290100097656,72.62163859417052,70.87606782262263,71.12785848416316,118387200
2020-01-06,AMZN,95.14399719238281,95.18450164794922,93.0,93.0,81236000
2020-01-06,GOOGL,69.63805389404297,69.66345923216974,67.30600805367692,67.33738843542059,46768000
2020-01-06,MSFT,151.80548095703125,151.87230794316667,149.39995707140503,149.9440697335836,20813700
2020-01-06,TSLA,30.1026668548584,30.104000091552734,29.333332061767578,29.364667892456055,151995000
2020-01-07,AAPL,72.24156951904297,72.849246825379,72.02125352456737,72.59261663147193,108872000
2020-01-07,AMZN,95.34300231933594,95.69450378417969,94.60199737548828,95.2249984741211,80898000
2020-01-07,GOOGL,69.50354766845703,69.92153470711604,69.32669091744489,69.77008329725511,34330000
2020-01-07,MSFT,150.42137145996094,152.41642230295344,150.17318812555376,152.0823310334366,21634100
2020-01-07,TSLA,31.270666122436523,31.441999435424805,30.224000930786133,30.760000228881836,268231500
2020-01-08,AAPL,73.40364837646484,73.70627893727402,71.943758846659,71.943758846659,132079200
2020-01-08,AMZN,94.59850311279297,95.55000305175781,94.3219985961914,94.9020004272461,70160000
2020-01-08,GOOGL,69.99825286865234,70.3375228813182,69.37999541559134,69.48909698901235,35314000
2020-01-08,MSFT,152.81732177734375,153.4950738351807,150.7745396996867,151.71001553116633,27746500
2020-01-08,TSLA,32.80933380126953,33.232666015625,31.215333938598633,31.579999923706055,467164500
2020-01-09,AAPL,74.96279907226562,75.15647966923257,74.13238261481911,74.3841659131879,170108400
2020-01-09,AMZN,95.05249786376953,95.89099884033203,94.79000091552734,95.49449920654297,63346000
2020-01-09,GOOGL,70.73308563232422,71.17597625297427,70.25581190329635,70.83969379325514,33200000
2020-01-09,MSFT,154.72647094726562,154.85056988722462,153.7146276185013,154.48782810310033,21385000
2020-01-09,TSLA,32.089332580566406,33.253334045410156,31.524667739868164,33.13999938964844,426606000
2020-01-10,AAPL,75.13225555419922,75.69878635468899,74.62868165074606,75.19762847110803,140644800
2020-01-10,AMZN,94.15799713134766,95.34700012207031,94.0,95.26850128173828,57074000
2020-01-10,GOOGL,71.18993377685547,71.48785740160909,70.72362944509531,71.21534672058111,26258000
2020-01-10,MSFT,154.0105743408203,155.8051735619528,153.8578393931481,155.42335075837863,20725900
2020-01-10,TSLA,31.876667022705078,32.3293342590332,31.579999923706055,32.11933135986328,194392500
2020-01-13,AAPL,76.7374267578125,76.76406209011934,75.33080045122755,75.44943665950792,121532000
2020-01-13,AMZN,94.56500244140625,94.9000015258789,94.04000091552734,94.56549835205078,55616000
2020-01-13,GOOGL,71.74143981933594,71.81367248231345,71.01108564882162,71.50329704590968,30730000
2020-01-13,MSFT,155.8623809814453,155.89101695157456,153.93414312100768,154.41142871062885,21626500
2020-01-13,TSLA,34.990665435791016,35.04199981689453,32.79999923706055,32.900001525878906,397764000
2020-01-14,AAPL,75.70120239257812,76.88509646087522,75.57773417210761,76.67446681398555,161954400
2020-01-14,AMZN,93.47200012207031,94.35549926757812,92.92749786376953,94.29399871826172,68818000
2020-01-14,GOOGL,71.2711410522461,71.8709640363411,71.13064389247113,71.73993876603046,26076000
2020-01-14,MSFT,154.76466369628906,156.1678848009803,154.37328593172,155.96741840076578,23477400
2020-01-14,TSLA,35.861331939697266,36.49399948120117,34.99333190917969,36.284000396728516,434943000
2020-01-15,AAPL,75.37680053710938,76.38395596192076,74.94343149157285,75.50027617412253,121923600
2020-01-15,AMZN,93.10099792480469,93.94300079345703,92.75450134277344,93.61250305175781,57932000
2020-01-15,GOOGL,71.70008087158203,71.77879789678663,71.32444368341595,71.39219885923909,21550000
2020-01-15,MSFT,155.76695251464844,156.49243609343492,155.18467794940653,155.23239486645008,21417900
2020-01-15,TSLA,34.56666564941406,35.85599899291992,34.452667236328125,35.31733322143555,260532000
2020-01-16,AAPL,76.32099914550781,76.43237250443956,75.5583716587375,75.92152830847965,108829200
2020-01-16,AMZN,93.89700317382812,94.27950286865234,93.3010025024414,94.14949798583984,53190000
2020-01-16,GOOGL,72.24610900878906,72.27301191223528,71.73994064880996,72.0114554841839,26080000
2020-01-16,MSFT,158.6211395263672,158.6879665208014,156.57835716184766,156.88382702393884,23865400
2020-01-16,TSLA,34.232666015625,34.297332763671875,32.81133270263672,32.91666793823242,326050500
2020-01-17,AAPL,77.16595458984375,77.16837061022176,76.26290232469962,76.57037231867773,137816400
2020-01-17,AMZN,93.23600006103516,94.33200073242188,92.86250305175781,94.29450225830078,79946000
2020-01-17,GOOGL,73.70880126953125,73.76011367358568,72.56445103890334,72.86286877720866,52424000
2020-01-17,MSFT,159.50889587402344,159.86208265119686,157.91474872726818,159.8143511653507,34371700
2020-01-17,TSLA,34.03333282470703,34.37799835205078,33.54399871826172,33.840667724609375,204436500
2020-01-21,AAPL,76.64301300048828,77.23616451241722,76.50501168087581,76.79311658809118,110843200
2020-01-21,AMZN,94.5999984741211,94.7135009765625,93.0,93.25,74156000
