Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2020-01-02,72.7160873413086,72.77661346571647,71.46682724691692,71.72103401405282,135480400
2020-01-03,72.00911712646484,72.77174458511139,71.7839617851537,71.94132818321717,146322800
2020-01-06,72.58289337158203,72.62163096070418,70.87606037263818,71.12785100771227,118387200
2020-01-07,72.24154663085938,72.84922374466596,72.02123070618616,72.59259363206662,108872000
2020-01-08,73.40362548828125,73.70625595472642,71.94373641368738,71.94373641368738,132079200
2020-01-09,74.96278381347656,75.15646437101954,74.13236752506255,74.38415077218049,170108400
2020-01-10,75.13226318359375,75.69879404161257,74.62868922900458,75.19763610714092,140644800
2020-01-13,76.73741149902344,76.76404682603398,75.3307854721379,75.44942165682815,121532000
2020-01-14,75.70121002197266,76.88510420958616,75.57774178905865,76.6744745414686,161954400
2020-01-15,75.37677764892578,76.38393276791417,74.94340873498187,75.50025324844553,121923600
2020-01-16,76.32098388671875,76.43235722338372,75.55835655241987,75.92151312955643,108829200
2020-01-17,77.16594696044922,77.16836298058836,76.26289478458983,76.57036474816839,137816400
2020-01-21,76.64301300048828,77.23616451241722,76.50501168087581,76.79311658809118,110843200
2020-01-22,76.91656494140625,77.47097865524583,76.82214068619064,77.12961059079142,101832400
2020-01-23,77.28699493408203,77.3668861399878,76.42025699227077,76.96983874202517,104472000
2020-01-24,77.06427001953125,78.27963174807223,76.8730054274966,77.5339532626897,146537600
2020-01-27,74.79817962646484,75.48090862271498,73.81281265158368,75.06691204410036,161940000
2020-01-28,76.91416931152344,77.08606141566885,75.5825947326495,75.68185845150586,162234000
2020-01-29,78.52416229248047,79.37395133976464,77.80753513570895,78.5507976259598,216229200
2020-01-30,78.41035461425781,78.46361788035526,77.1707812088342,77.60415017442514,126743200
2020-01-31,74.93373107910156,78.12224171387334,74.6383634318401,77.69855903722024,199588400
2020-02-03,74.72795104980469,75.89731214570682,73.16879799630816,73.67237193822604,173788400
2020-02-04,77.19500732421875,77.3862719133486,75.93122176752728,76.33795548064964,136616400
2020-02-05,77.82447814941406,78.62584328517734,77.21921702642419,78.32562874403418,118826800
2020-02-06,78.73477172851562,78.73719513687406,77.53635935306664,78.09561993929752,105425600
2020-02-07,77.66458892822266,78.48241627711123,77.17195067143345,78.23245711048376,117684000
2020-02-10,78.033447265625,78.033447265625,76.1648229834898,76.24490381310511,109348800
2020-02-11,77.5626220703125,78.60371692560051,77.34421247844126,78.53091619696823,94323200
2020-02-12,79.40457916259766,79.40943007689862,78.01402569685219,78.01402569685219,113730400
2020-02-13,78.83911895751953,79.16673706133996,78.4702495744921,78.6740990287421,94747600
2020-02-14,78.8585433959961,79.10850246780329,78.34891601878451,78.80757547409223,80113600
2020-02-18,77.41461944580078,77.59662873916865,76.34925482708518,76.53126412045305,152531200
2020-02-19,78.53578186035156,78.76632988761132,77.65728500864738,77.65728500864738,93984000
2020-02-20,77.7300796508789,78.78573476731503,77.222881436687,78.29552586031969,100566000
2020-02-21,75.97067260742188,77.76650347779221,75.3518440007245,77.32239667498202,129554000
2020-02-24,72.36204528808594,73.81811974778519,70.19007199595448,72.13878468494622,222195200
2020-02-25,69.91098022460938,73.41769559790279,69.4377605020185,73.03426594239946,230673600
2020-02-26,71.02001953125,72.28923357582319,69.5275449173606,69.53482499231708,198054800
2020-02-27,66.37757110595703,69.4062083168437,66.2416714304022,68.21708245275049,320605600
2020-02-28,66.33873748779297,67.56427105877654,62.21562305087625,62.431610947009084,426510000
2020-03-02,72.51492309570312,73.15317015362184,67.39682304876307,68.50343887480543,341397200
2020-03-03,70.21190643310547,73.77443320656704,69.35767141404621,73.69435237651876,319475600
2020-03-04,73.46862030029297,73.62878929022646,71.13647922986904,71.9397459328869,219178400
2020-03-05,71.08554077148438,72.69449642985231,70.71909308665877,71.71650028960082,187572800
2020-03-06,70.14151000976562,70.57590748684923,68.24861680086957,68.43547696188391,226176800
2020-03-09,64.59386444091797,67.4865936042117,63.82456885051685,64.00657807727688,286744800
2020-03-10,69.24602508544922,69.51297346708441,65.37044115282052,67.25606172575357,285290000
2020-03-11,66.84107208251953,68.24618550081415,65.97470631539656,67.31672823268998,255598800
2020-03-12,60.24021530151367,65.52333888472222,60.18440016078189,62.111272274536645,418474000
2020-03-13,67.45748138427734,67.93070839286551,61.38565181622262,64.28324334840872,370732000
2020-03-16,58.7792854309082,62.873275496652674,58.242963182289955,58.716186517548486,322423600
2020-03-17,61.36381912231445,62.5165408014644,57.854678750743666,60.06548484229005,324056000
2020-03-18,59.86164093017578,60.66976261253334,57.54405525777932,58.18715696326524,300233600
2020-03-19,59.40297317504883,61.35896558109421,58.87636011980493,60.036365596883776,271857200
2020-03-20,55.631752014160156,61.113871383188844,55.33082863063687,59.98541147221811,401693200
2020-03-23,54.449886322021484,55.452151782075894,51.59598260057971,55.35022704591594,336752800
2020-03-24,59.912601470947266,60.109170897229895,56.859698759909456,57.35961698057595,287531200
2020-03-25,59.58255386352539,62.67185674280047,59.286485163699844,60.85176409780143,303602000
2020-03-26,62.71796798706055,62.77620858330938,59.78640491258839,59.82523444541299,252087200
2020-03-27,60.12131118774414,62.09428941209689,59.953862045174255,61.33713193576896,204216800
2020-03-30,61.837039947509766,62.0093436795025,60.52414557218957,60.84933827038797,167976400
2020-03-31,61.710845947265625,63.70081315714961,61.15511262455559,62.02875857181586,197002000
2020-04-01,58.46379089355469,60.359113035449674,58.03182262805438,59.820365431872936,176218400
2020-04-02,59.43937683105469,59.49276651729852,57.490664392119754,58.32548090103607,165934000
2020-04-03,58.58514404296875,59.62623542608821,57.99300663222972,58.92246773803886,129880000
2020-04-06,63.695953369140625,63.85126406814097,60.519286350194704,60.888155740548534,201820400
2020-04-07,62.958213806152344,65.93588999958892,62.85386360925453,65.7174729657415,202887200
2020-04-08,64.56961822509766,64.88509803559353,63.395052482452144,63.76149282104844,168895200
2020-04-09,65.03555297851562,65.54032952455171,64.2371442763535,65.20786042767898,161834800
2020-04-13,66.31204986572266,66.42125839971293,64.51136807094039,65.11321477612952,131022800
2020-04-14,69.66101837158203,69.95223619410436,67.47690692059525,67.9501340306998,194994800
2020-04-15,69.02519989013672,69.4862886004415,68.10302246952716,68.53256171861511,131154400
2020-04-16,69.57363891601562,69.94008655387744,68.52041300810855,69.74108800841772,157125200
2020-04-17,68.62960815429688,69.63673178110686,67.1880945136113,69.08827495177604,215250000
2020-04-20,67.20512390136719,68.3578496695191,67.18571283127103,67.45266133245984,130015200
2020-04-21,65.12776184082031,67.28275253901889,64.41428499057956,67.04735361351801,180991600
2020-04-22,67.00367736816406,67.4404966317663,66.05723069304202,66.39940158614417,116862400
2020-04-23,66.74401092529297,68.37481424450658,66.7051813931717,66.94786041444767,124814400
2020-04-24,68.6708755493164,68.68058478279482,67.22208165212722,67.27062041354411,126161200
2020-04-27,68.71942138671875,69.05189045933044,67.93799464568525,68.38694490813113,117087600
2020-04-28,67.60552215576172,69.36494515545422,67.51331034369456,69.18293587962397,112004800
2020-04-29,69.8260498046875,70.29684778168853,68.89416308692655,69.0980126121264,137280800
2020-04-30,71.29907989501953,71.47623821292636,69.97648392480959,70.36719351970498,183064000
2020-05-01,70.15120697021484,72.56100720462707,69.36978044254144,69.46685054289131,240616800
2020-05-04,71.14378356933594,71.27240315582554,69.48385993378157,70.17549663342325,133568000
2020-05-05,72.21156311035156,73.04637946818022,71.4592567243347,71.60486560646302,147751200
2020-05-06,72.95661163330078,73.59000046531965,72.52949409062046,72.91535293184648,142333600
2020-05-07,73.7113265991211,74.05836324243135,73.28178737986006,73.58513616899319,115215200
2020-05-08,75.46577453613281,75.51930873875061,74.04469357012428,74.37319856682336,133838400
2020-05-11,76.65325927734375,77.14965926401848,74.7625342106639,74.97180698726206,145946400
2020-05-12,75.77725982666016,77.79208148134276,75.65559183440632,77.33947268862552,162301200
2020-05-13,74.86228942871094,76.88198188882791,73.78187742017185,75.95730099741765,200622400
2020-05-14,75.32220458984375,75.38303857132479,73.373081446864,74.09822517948626,158929200
2020-05-15,74.87691497802734,74.92314940994656,73.0518950634004,73.08596566629879,166348400
2020-05-18,76.6410903930664,77.01582984347145,75.51201542213853,76.20552437986748,135178400
2020-05-19,76.19821166992188,77.50735264930493,76.16657681294011,76.6581126858227,101729600
2020-05-20,77.68013763427734,77.75069971271533,77.02069186607584,77.05962650901947,111504800
2020-05-21,77.10099792480469,78.08407725078851,76.86252601832638,77.54143540411926,102688800
2020-05-22,77.597412109375,77.68014544919457,76.73600068439247,76.83819763463005,81803200
2020-05-26,77.0718002319336,78.89924821688763,77.01583028852903,78.71918198527375,125522000
2020-05-27,77.40760040283203,77.55360346730318,76.18605652967298,76.92823567989113,112945200
2020-05-28,77.4416732788086,78.70458757066594,76.80413421876992,77.08153336599706,133560800
2020-05-29,77.36624145507812,78.14734786532948,77.00853727030466,77.68501099224073,153532400
2020-06-01,78.31767272949219,78.43934069786921,77.18859041846218,77.31999390359594,80791200
2020-06-02,78.68023681640625,78.70457189402366,77.60712449987925,78.04999766403765,87642800
2020-06-03,79.11338806152344,79.37619506332315,78.4271788552984,79.00145559647322,104491200
2020-06-04,78.43203735351562,79.23504293791275,78.05729794865285,78.9357445019579,87560400
2020-06-05,80.66584777832031,80.72668175100381,78.65346263531809,78.68266175404264,137250400
2020-06-08,81.14280700683594,81.17687760567065,79.64872807646304,80.36170065582685,95654400
2020-06-09,83.70511627197266,84.09931925314608,80.78995685878904,80.82159171486241,147712400
2020-06-10,85.8586654663086,86.32830212094579,84.21614761710595,84.65658514258793,166651600
